,end,val,accn,fy,fp,form,filed,frame,ticker
5647,2020-01-31,6701000000,0000896878-20-000027,2020.0,Q2,10-Q,2020-02-24,CY2019Q4I,INTU
5648,2020-04-30,7764000000,0000896878-20-000065,2020.0,Q3,10-Q,2020-05-21,CY2020Q1I,INTU
5649,2020-07-31,10931000000,0000896878-20-000148,2020.0,FY,10-K,2020-08-31,,INTU
5650,2020-07-31,10931000000,0000896878-20-000223,2021.0,Q1,10-Q,2020-11-19,,INTU
5651,2020-07-31,10931000000,0000896878-21-000059,2021.0,Q2,10-Q,2021-02-23,,INTU
5652,2020-07-31,10931000000,0000896878-21-000115,2021.0,Q3,10-Q,2021-05-25,,INTU
5653,2020-07-31,10931000000,0000896878-21-000233,2021.0,FY,10-K,2021-09-08,CY2020Q2I,INTU
5654,2020-10-31,9707000000,0000896878-20-000223,2021.0,Q1,10-Q,2020-11-19,CY2020Q3I,INTU
5655,2021-01-31,14598000000,0000896878-21-000059,2021.0,Q2,10-Q,2021-02-23,CY2020Q4I,INTU
5656,2021-04-30,15758000000,0000896878-21-000115,2021.0,Q3,10-Q,2021-05-25,CY2021Q1I,INTU
5657,2021-07-31,15516000000,0000896878-21-000233,2021.0,FY,10-K,2021-09-08,,INTU
5658,2021-07-31,15516000000,0000896878-21-000260,2022.0,Q1,10-Q,2021-11-18,,INTU
5659,2021-07-31,15516000000,0000896878-22-000010,2022.0,Q2,10-Q,2022-03-02,,INTU
5660,2021-07-31,15516000000,0000896878-22-000021,2022.0,Q3,10-Q,2022-05-24,,INTU
5661,2021-07-31,15516000000,0000896878-22-000028,2022.0,FY,10-K,2022-09-02,CY2021Q2I,INTU
5662,2021-10-31,14870000000,0000896878-21-000260,2022.0,Q1,10-Q,2021-11-18,CY2021Q3I,INTU
5663,2022-01-31,26303000000,0000896878-22-000010,2022.0,Q2,10-Q,2022-03-02,CY2021Q4I,INTU
5664,2022-04-30,28514000000,0000896878-22-000021,2022.0,Q3,10-Q,2022-05-24,CY2022Q1I,INTU
5665,2022-07-31,27734000000,0000896878-22-000028,2022.0,FY,10-K,2022-09-02,,INTU
5666,2022-07-31,27734000000,0000896878-22-000036,2023.0,Q1,10-Q,2022-11-29,,INTU
5667,2022-07-31,27734000000,0000896878-23-000010,2023.0,Q2,10-Q,2023-02-23,,INTU
5668,2022-07-31,27734000000,0000896878-23-000020,2023.0,Q3,10-Q,2023-05-23,,INTU
5669,2022-07-31,27734000000,0000896878-23-000034,2023.0,FY,10-K,2023-09-01,CY2022Q2I,INTU
5670,2022-10-31,27085000000,0000896878-22-000036,2023.0,Q1,10-Q,2022-11-29,CY2022Q3I,INTU
5671,2023-01-31,27202000000,0000896878-23-000010,2023.0,Q2,10-Q,2023-02-23,CY2022Q4I,INTU
5672,2023-04-30,28921000000,0000896878-23-000020,2023.0,Q3,10-Q,2023-05-23,CY2023Q1I,INTU
5673,2023-07-31,27780000000,0000896878-23-000034,2023.0,FY,10-K,2023-09-01,,INTU
5674,2023-07-31,27780000000,0000896878-23-000041,2024.0,Q1,10-Q,2023-11-28,,INTU
5675,2023-07-31,27780000000,0000896878-24-000011,2024.0,Q2,10-Q,2024-02-22,,INTU
5676,2023-07-31,27780000000,0000896878-24-000026,2024.0,Q3,10-Q,2024-05-23,CY2023Q2I,INTU
5677,2023-10-31,28488000000,0000896878-23-000041,2024.0,Q1,10-Q,2023-11-28,CY2023Q3I,INTU
5678,2024-01-31,29688000000,0000896878-24-000011,2024.0,Q2,10-Q,2024-02-22,CY2023Q4I,INTU
5679,2024-04-30,31560000000,0000896878-24-000026,2024.0,Q3,10-Q,2024-05-23,CY2024Q1I,INTU
5680,2023-03-31,6866000000,0001973239-23-000011,2024.0,Q2,6-K,2023-11-09,,ARM
5681,2023-03-31,6866000000,0001973239-24-000004,2024.0,Q3,6-K,2024-02-08,,ARM
5682,2023-03-31,6866000000,0001973239-24-000012,2024.0,FY,20-F,2024-05-29,CY2023Q1I,ARM
5683,2023-09-30,6810000000,0001973239-23-000011,2024.0,Q2,6-K,2023-11-09,CY2023Q3I,ARM
5684,2023-12-31,7115000000,0001973239-24-000004,2024.0,Q3,6-K,2024-02-08,CY2023Q4I,ARM
5685,2024-03-31,7927000000,0001973239-24-000012,2024.0,FY,20-F,2024-05-29,CY2024Q1I,ARM
5686,2008-12-31,202352000000,0001193125-09-159648,2009.0,Q2,10-Q,2009-07-30,,VZ
5687,2008-12-31,202352000000,0001193125-09-217506,2009.0,Q3,10-Q,2009-10-29,,VZ
5688,2008-12-31,202352000000,0001193125-10-041685,2009.0,FY,10-K,2010-02-26,,VZ
5689,2008-12-31,202352000000,0001193125-10-290314,2009.0,FY,8-K,2010-12-29,CY2008Q4I,VZ
5690,2009-06-30,224999000000,0001193125-09-159648,2009.0,Q2,10-Q,2009-07-30,CY2009Q2I,VZ
5691,2009-09-30,226404000000,0001193125-09-217506,2009.0,Q3,10-Q,2009-10-29,CY2009Q3I,VZ
5692,2009-12-31,227251000000,0001193125-10-041685,2009.0,FY,10-K,2010-02-26,,VZ
5693,2009-12-31,227251000000,0001193125-10-096291,2010.0,Q1,10-Q,2010-04-28,,VZ
5694,2009-12-31,227251000000,0001193125-10-170567,2010.0,Q2,10-Q,2010-07-29,,VZ
5695,2009-12-31,227251000000,0001193125-10-239707,2010.0,Q3,10-Q,2010-10-28,,VZ
5696,2009-12-31,227251000000,0001193125-10-290314,2009.0,FY,8-K,2010-12-29,,VZ
5697,2009-12-31,226907000000,0001193125-11-049476,2010.0,FY,10-K,2011-02-28,CY2009Q4I,VZ
5698,2010-03-31,227347000000,0001193125-10-096291,2010.0,Q1,10-Q,2010-04-28,CY2010Q1I,VZ
5699,2010-06-30,226251000000,0001193125-10-170567,2010.0,Q2,10-Q,2010-07-29,CY2010Q2I,VZ
5700,2010-09-30,220852000000,0001193125-10-239707,2010.0,Q3,10-Q,2010-10-28,CY2010Q3I,VZ
5701,2010-12-31,220005000000,0001193125-11-049476,2010.0,FY,10-K,2011-02-28,,VZ
5702,2010-12-31,220005000000,0001193125-11-113952,2011.0,Q1,10-Q,2011-04-28,,VZ
5703,2010-12-31,220005000000,0001193125-11-201011,2011.0,Q2,10-Q,2011-07-28,,VZ
5704,2010-12-31,220005000000,0001193125-11-280401,2011.0,Q3,10-Q,2011-10-25,,VZ
5705,2010-12-31,220005000000,0001193125-12-077846,2011.0,FY,10-K,2012-02-24,CY2010Q4I,VZ
5706,2011-03-31,228108000000,0001193125-11-113952,2011.0,Q1,10-Q,2011-04-28,CY2011Q1I,VZ
5707,2011-06-30,223756000000,0001193125-11-201011,2011.0,Q2,10-Q,2011-07-28,CY2011Q2I,VZ
5708,2011-09-30,228032000000,0001193125-11-280401,2011.0,Q3,10-Q,2011-10-25,CY2011Q3I,VZ
5709,2011-12-31,230461000000,0001193125-12-077846,2011.0,FY,10-K,2012-02-24,,VZ
5710,2011-12-31,230461000000,0001193125-12-186263,2012.0,Q1,10-Q,2012-04-26,,VZ
5711,2011-12-31,230461000000,0001193125-12-322636,2012.0,Q2,10-Q,2012-07-30,,VZ
5712,2011-12-31,230461000000,0001193125-12-435626,2012.0,Q3,10-Q,2012-10-25,,VZ
5713,2011-12-31,230461000000,0001193125-13-075713,2012.0,FY,10-K,2013-02-26,CY2011Q4I,VZ
5714,2012-03-31,222921000000,0001193125-12-186263,2012.0,Q1,10-Q,2012-04-26,CY2012Q1I,VZ
5715,2012-06-30,226072000000,0001193125-12-322636,2012.0,Q2,10-Q,2012-07-30,CY2012Q2I,VZ
5716,2012-09-30,231082000000,0001193125-12-435626,2012.0,Q3,10-Q,2012-10-25,CY2012Q3I,VZ
5717,2012-12-31,225222000000,0001193125-13-075713,2012.0,FY,10-K,2013-02-26,,VZ
5718,2012-12-31,225222000000,0001193125-13-172825,2013.0,Q1,10-Q,2013-04-25,,VZ
5719,2012-12-31,225222000000,0001193125-13-302540,2013.0,Q2,10-Q,2013-07-25,,VZ
5720,2012-12-31,225222000000,0001193125-13-409932,2013.0,Q3,10-Q,2013-10-24,,VZ
5721,2012-12-31,225222000000,0001193125-14-073266,2013.0,FY,10-K,2014-02-27,CY2012Q4I,VZ
5722,2013-03-31,226186000000,0001193125-13-172825,2013.0,Q1,10-Q,2013-04-25,CY2013Q1I,VZ
5723,2013-06-30,223346000000,0001193125-13-302540,2013.0,Q2,10-Q,2013-07-25,CY2013Q2I,VZ
5724,2013-09-30,276675000000,0001193125-13-409932,2013.0,Q3,10-Q,2013-10-24,CY2013Q3I,VZ
5725,2013-12-31,274098000000,0001193125-14-073266,2013.0,FY,10-K,2014-02-27,,VZ
5726,2013-12-31,274098000000,0001193125-14-166563,2014.0,Q1,10-Q,2014-04-29,,VZ
5727,2013-12-31,274098000000,0001193125-14-284281,2014.0,Q2,10-Q,2014-07-29,,VZ
5728,2013-12-31,274098000000,0001193125-14-384533,2014.0,Q3,10-Q,2014-10-28,,VZ
5729,2013-12-31,274098000000,0001193125-15-057710,2014.0,FY,10-K,2015-02-23,CY2013Q4I,VZ
5730,2014-03-31,221562000000,0001193125-14-166563,2014.0,Q1,10-Q,2014-04-29,CY2014Q1I,VZ
5731,2014-06-30,224427000000,0001193125-14-284281,2014.0,Q2,10-Q,2014-07-29,CY2014Q2I,VZ
5732,2014-09-30,226293000000,0001193125-14-384533,2014.0,Q3,10-Q,2014-10-28,CY2014Q3I,VZ
5733,2014-12-31,232708000000,0001193125-15-057710,2014.0,FY,10-K,2015-02-23,,VZ
5734,2014-12-31,232708000000,0001193125-15-151315,2015.0,Q1,10-Q,2015-04-28,,VZ
5735,2014-12-31,232708000000,0001193125-15-265779,2015.0,Q2,10-Q,2015-07-28,,VZ
5736,2014-12-31,232708000000,0001193125-15-354559,2015.0,Q3,10-Q,2015-10-27,,VZ
5737,2014-12-31,232616000000,0001193125-16-473367,2015.0,FY,10-K,2016-02-23,,VZ
5738,2014-12-31,232109000000,0001193125-16-664170,0.0,,8-K,2016-07-29,CY2014Q4I,VZ
5739,2015-03-31,235790000000,0001193125-15-151315,2015.0,Q1,10-Q,2015-04-28,CY2015Q1I,VZ
5740,2015-06-30,240753000000,0001193125-15-265779,2015.0,Q2,10-Q,2015-07-28,CY2015Q2I,VZ
5741,2015-09-30,242073000000,0001193125-15-354559,2015.0,Q3,10-Q,2015-10-27,CY2015Q3I,VZ
5742,2015-12-31,244640000000,0001193125-16-473367,2015.0,FY,10-K,2016-02-23,,VZ
5743,2015-12-31,244175000000,0001193125-16-562197,2016.0,Q1,10-Q,2016-04-28,,VZ
5744,2015-12-31,244175000000,0001193125-16-664131,2016.0,Q2,10-Q,2016-07-29,,VZ
5745,2015-12-31,244175000000,0001193125-16-664170,0.0,,8-K,2016-07-29,,VZ
5746,2015-12-31,244175000000,0001193125-16-747399,2016.0,Q3,10-Q,2016-10-26,,VZ
5747,2015-12-31,244175000000,0001193125-17-050292,2016.0,FY,10-K,2017-02-21,CY2015Q4I,VZ
5748,2016-03-31,244587000000,0001193125-16-562197,2016.0,Q1,10-Q,2016-04-28,CY2016Q1I,VZ
5749,2016-06-30,231870000000,0001193125-16-664131,2016.0,Q2,10-Q,2016-07-29,CY2016Q2I,VZ
5750,2016-09-30,239498000000,0001193125-16-747399,2016.0,Q3,10-Q,2016-10-26,CY2016Q3I,VZ
5751,2016-12-31,244180000000,0001193125-17-050292,2016.0,FY,10-K,2017-02-21,,VZ
5752,2016-12-31,244180000000,0001193125-17-141799,2017.0,Q1,10-Q,2017-04-27,,VZ
5753,2016-12-31,244180000000,0001193125-17-247167,2017.0,Q2,10-Q,2017-08-03,,VZ
5754,2016-12-31,244180000000,0000732712-17-000009,2017.0,Q3,10-Q,2017-10-26,,VZ
5755,2016-12-31,244180000000,0000732712-18-000009,2017.0,FY,10-K,2018-02-23,,VZ
5756,2016-12-31,244180000000,0000732712-18-000024,0.0,,8-K,2018-05-01,CY2016Q4I,VZ
5757,2017-03-31,246731000000,0001193125-17-141799,2017.0,Q1,10-Q,2017-04-27,CY2017Q1I,VZ
5758,2017-06-30,252978000000,0001193125-17-247167,2017.0,Q2,10-Q,2017-08-03,CY2017Q2I,VZ
5759,2017-09-30,254682000000,0000732712-17-000009,2017.0,Q3,10-Q,2017-10-26,CY2017Q3I,VZ
5760,2017-12-31,257143000000,0000732712-18-000009,2017.0,FY,10-K,2018-02-23,,VZ
5761,2017-12-31,257143000000,0000732712-18-000022,2018.0,Q1,10-Q,2018-05-01,,VZ
5762,2017-12-31,257143000000,0000732712-18-000024,0.0,,8-K,2018-05-01,,VZ
5763,2017-12-31,257143000000,0000732712-18-000044,2018.0,Q2,10-Q,2018-07-31,,VZ
5764,2017-12-31,257143000000,0000732712-18-000055,2018.0,Q3,10-Q,2018-10-30,,VZ
5765,2017-12-31,257143000000,0000732712-19-000012,2018.0,FY,10-K,2019-02-15,,VZ
5766,2017-12-31,257143000000,0000732712-19-000054,2018.0,FY,8-K,2019-08-08,CY2017Q4I,VZ
5767,2018-03-31,264516000000,0000732712-18-000022,2018.0,Q1,10-Q,2018-05-01,CY2018Q1I,VZ
5768,2018-06-30,263303000000,0000732712-18-000044,2018.0,Q2,10-Q,2018-07-31,CY2018Q2I,VZ
5769,2018-09-30,265562000000,0000732712-18-000055,2018.0,Q3,10-Q,2018-10-30,CY2018Q3I,VZ
5770,2018-12-31,264829000000,0000732712-19-000012,2018.0,FY,10-K,2019-02-15,,VZ
5771,2018-12-31,264829000000,0000732712-19-000024,2019.0,Q1,10-Q,2019-04-26,,VZ
5772,2018-12-31,264829000000,0000732712-19-000052,2019.0,Q2,10-Q,2019-08-08,,VZ
5773,2018-12-31,264829000000,0000732712-19-000054,2018.0,FY,8-K,2019-08-08,,VZ
5774,2018-12-31,264829000000,0000732712-19-000055,2019.0,Q1,8-K,2019-08-08,,VZ
5775,2018-12-31,264829000000,0000732712-19-000063,2019.0,Q3,10-Q,2019-10-30,,VZ
5776,2018-12-31,264829000000,0000732712-20-000014,2019.0,FY,10-K,2020-02-21,CY2018Q4I,VZ
5777,2019-03-31,283947000000,0000732712-19-000024,2019.0,Q1,10-Q,2019-04-26,,VZ
5778,2019-03-31,283947000000,0000732712-19-000055,2019.0,Q1,8-K,2019-08-08,CY2019Q1I,VZ
5779,2019-06-30,283108000000,0000732712-19-000052,2019.0,Q2,10-Q,2019-08-08,CY2019Q2I,VZ
5780,2019-09-30,284875000000,0000732712-19-000063,2019.0,Q3,10-Q,2019-10-30,CY2019Q3I,VZ
5781,2019-12-31,291727000000,0000732712-20-000014,2019.0,FY,10-K,2020-02-21,,VZ
5782,2019-12-31,291727000000,0000732712-20-000027,2020.0,Q1,10-Q,2020-04-27,,VZ
5783,2019-12-31,291727000000,0000732712-20-000052,2020.0,Q2,10-Q,2020-07-28,,VZ
5784,2019-12-31,291727000000,0000732712-20-000061,2020.0,Q3,10-Q,2020-10-27,,VZ
5785,2019-12-31,291727000000,0000732712-21-000012,2020.0,FY,10-K,2021-02-25,CY2019Q4I,VZ
5786,2020-03-31,294500000000,0000732712-20-000027,2020.0,Q1,10-Q,2020-04-27,CY2020Q1I,VZ
5787,2020-06-30,293259000000,0000732712-20-000052,2020.0,Q2,10-Q,2020-07-28,CY2020Q2I,VZ
5788,2020-09-30,296994000000,0000732712-20-000061,2020.0,Q3,10-Q,2020-10-27,CY2020Q3I,VZ
5789,2020-12-31,316481000000,0000732712-21-000012,2020.0,FY,10-K,2021-02-25,,VZ
5790,2020-12-31,316481000000,0000732712-21-000024,2021.0,Q1,10-Q,2021-04-27,,VZ
5791,2020-12-31,316481000000,0000732712-21-000046,2021.0,Q2,10-Q,2021-07-28,,VZ
5792,2020-12-31,316481000000,0000732712-21-000054,2021.0,Q3,10-Q,2021-10-26,,VZ
5793,2020-12-31,316481000000,0000732712-22-000008,2021.0,FY,10-K,2022-02-11,CY2020Q4I,VZ
5794,2021-03-31,345573000000,0000732712-21-000024,2021.0,Q1,10-Q,2021-04-27,CY2021Q1I,VZ
5795,2021-06-30,349190000000,0000732712-21-000046,2021.0,Q2,10-Q,2021-07-28,CY2021Q2I,VZ
5796,2021-09-30,353457000000,0000732712-21-000054,2021.0,Q3,10-Q,2021-10-26,CY2021Q3I,VZ
5797,2021-12-31,366596000000,0000732712-22-000008,2021.0,FY,10-K,2022-02-11,,VZ
5798,2021-12-31,366596000000,0000732712-22-000019,2022.0,Q1,10-Q,2022-04-27,,VZ
5799,2021-12-31,366596000000,0000732712-22-000043,2022.0,Q2,10-Q,2022-07-28,,VZ
5800,2021-12-31,366596000000,0000732712-22-000050,2022.0,Q3,10-Q,2022-10-25,,VZ
5801,2021-12-31,366596000000,0000732712-23-000012,2022.0,FY,10-K,2023-02-10,CY2021Q4I,VZ
5802,2022-03-31,365716000000,0000732712-22-000019,2022.0,Q1,10-Q,2022-04-27,CY2022Q1I,VZ
5803,2022-06-30,370147000000,0000732712-22-000043,2022.0,Q2,10-Q,2022-07-28,CY2022Q2I,VZ
5804,2022-09-30,375090000000,0000732712-22-000050,2022.0,Q3,10-Q,2022-10-25,CY2022Q3I,VZ
5805,2022-12-31,379680000000,0000732712-23-000012,2022.0,FY,10-K,2023-02-10,,VZ
5806,2022-12-31,379680000000,0000732712-23-000029,2023.0,Q1,10-Q,2023-04-27,,VZ
5807,2022-12-31,379680000000,0000732712-23-000055,2023.0,Q2,10-Q,2023-07-28,,VZ
5808,2022-12-31,379680000000,0000732712-23-000063,2023.0,Q3,10-Q,2023-10-26,,VZ
5809,2022-12-31,379680000000,0000732712-24-000010,2023.0,FY,10-K,2024-02-09,CY2022Q4I,VZ
5810,2023-03-31,377716000000,0000732712-23-000029,2023.0,Q1,10-Q,2023-04-27,CY2023Q1I,VZ
5811,2023-06-30,379955000000,0000732712-23-000055,2023.0,Q2,10-Q,2023-07-28,CY2023Q2I,VZ
5812,2023-09-30,384830000000,0000732712-23-000063,2023.0,Q3,10-Q,2023-10-26,CY2023Q3I,VZ
5813,2023-12-31,380255000000,0000732712-24-000010,2023.0,FY,10-K,2024-02-09,,VZ
5814,2023-12-31,380255000000,0000732712-24-000029,2024.0,Q1,10-Q,2024-04-25,CY2023Q4I,VZ
5815,2024-03-31,380158000000,0000732712-24-000029,2024.0,Q1,10-Q,2024-04-25,CY2024Q1I,VZ
5816,2008-12-31,126074000000,0001193125-09-186163,2009.0,Q2,10-Q/A,2009-09-02,,AXP
5817,2008-12-31,126074000000,0001193125-09-218953,2009.0,Q3,10-Q,2009-10-30,,AXP
5818,2008-12-31,126074000000,0001193125-10-041232,2009.0,FY,10-K,2010-02-26,CY2008Q4I,AXP
5819,2009-06-30,117035000000,0001193125-09-186163,2009.0,Q2,10-Q/A,2009-09-02,CY2009Q2I,AXP
5820,2009-09-30,120445000000,0001193125-09-218953,2009.0,Q3,10-Q,2009-10-30,CY2009Q3I,AXP
5821,2009-12-31,124088000000,0001193125-10-041232,2009.0,FY,10-K,2010-02-26,,AXP
5822,2009-12-31,124088000000,0001193125-10-109084,2010.0,Q1,10-Q,2010-05-05,,AXP
5823,2009-12-31,125145000000,0000950123-10-072749,2010.0,Q2,10-Q,2010-08-05,,AXP
5824,2009-12-31,125145000000,0000950123-10-100214,2010.0,Q3,10-Q,2010-11-03,,AXP
5825,2009-12-31,125145000000,0000950123-11-019072,2010.0,FY,10-K,2011-02-28,CY2009Q4I,AXP
5826,2010-03-31,143314000000,0001193125-10-109084,2010.0,Q1,10-Q,2010-05-05,CY2010Q1I,AXP
5827,2010-06-30,143763000000,0000950123-10-072749,2010.0,Q2,10-Q,2010-08-05,CY2010Q2I,AXP
5828,2010-09-30,146056000000,0000950123-10-100214,2010.0,Q3,10-Q,2010-11-03,CY2010Q3I,AXP
5829,2010-12-31,147042000000,0000950123-11-019072,2010.0,FY,10-K,2011-02-28,,AXP
5830,2010-12-31,146689000000,0000950123-11-044479,2011.0,Q1,10-Q,2011-05-04,,AXP
5831,2010-12-31,146689000000,0000950123-11-072260,2011.0,Q2,10-Q,2011-08-03,,AXP
5832,2010-12-31,146689000000,0000950123-11-094420,2011.0,Q3,10-Q,2011-11-02,,AXP
5833,2010-12-31,146689000000,0001193125-12-077400,2011.0,FY,10-K,2012-02-24,CY2010Q4I,AXP
5834,2011-03-31,143979000000,0000950123-11-044479,2011.0,Q1,10-Q,2011-05-04,CY2011Q1I,AXP
5835,2011-06-30,147796000000,0000950123-11-072260,2011.0,Q2,10-Q,2011-08-03,CY2011Q2I,AXP
5836,2011-09-30,148693000000,0000950123-11-094420,2011.0,Q3,10-Q,2011-11-02,CY2011Q3I,AXP
5837,2011-12-31,153337000000,0001193125-12-077400,2011.0,FY,10-K,2012-02-24,,AXP
5838,2011-12-31,153337000000,0001193125-12-200270,2012.0,Q1,10-Q,2012-05-01,,AXP
5839,2011-12-31,153337000000,0001193125-12-332179,2012.0,Q2,10-Q,2012-08-02,,AXP
5840,2011-12-31,153337000000,0001193125-12-443821,2012.0,Q3,10-Q,2012-10-31,,AXP
5841,2011-12-31,153337000000,0001193125-13-070554,2012.0,FY,10-K,2013-02-22,CY2011Q4I,AXP
5842,2012-03-31,151784000000,0001193125-12-200270,2012.0,Q1,10-Q,2012-05-01,CY2012Q1I,AXP
5843,2012-06-30,148128000000,0001193125-12-332179,2012.0,Q2,10-Q,2012-08-02,CY2012Q2I,AXP
5844,2012-09-30,152873000000,0001193125-12-443821,2012.0,Q3,10-Q,2012-10-31,CY2012Q3I,AXP
5845,2012-12-31,153140000000,0001193125-13-070554,2012.0,FY,10-K,2013-02-22,,AXP
5846,2012-12-31,153140000000,0001193125-13-180601,2013.0,Q1,10-Q,2013-04-29,,AXP
5847,2012-12-31,153140000000,0001193125-13-307673,2013.0,Q2,10-Q,2013-07-29,,AXP
5848,2012-12-31,153140000000,0001193125-13-415898,2013.0,Q3,10-Q,2013-10-29,,AXP
5849,2012-12-31,153140000000,0001193125-14-066777,2013.0,FY,10-K,2014-02-25,CY2012Q4I,AXP
5850,2013-03-31,156855000000,0001193125-13-180601,2013.0,Q1,10-Q,2013-04-29,CY2013Q1I,AXP
5851,2013-06-30,151933000000,0001193125-13-307673,2013.0,Q2,10-Q,2013-07-29,CY2013Q2I,AXP
5852,2013-09-30,150103000000,0001193125-13-415898,2013.0,Q3,10-Q,2013-10-29,CY2013Q3I,AXP
5853,2013-12-31,153375000000,0001193125-14-066777,2013.0,FY,10-K,2014-02-25,,AXP
5854,2013-12-31,153375000000,0001193125-14-167067,2014.0,Q1,10-Q,2014-04-29,,AXP
5855,2013-12-31,153375000000,0001193125-14-286961,2014.0,Q2,10-Q,2014-07-30,,AXP
5856,2013-12-31,153375000000,0001193125-14-384990,2014.0,Q3,10-Q,2014-10-28,,AXP
5857,2013-12-31,153375000000,0001193125-15-059931,2014.0,FY,10-K,2015-02-24,,AXP
5858,2013-12-31,153000000000,0001193125-16-469798,2015.0,FY,10-K,2016-02-19,CY2013Q4I,AXP
5859,2014-03-31,151497000000,0001193125-14-167067,2014.0,Q1,10-Q,2014-04-29,CY2014Q1I,AXP
5860,2014-06-30,152384000000,0001193125-14-286961,2014.0,Q2,10-Q,2014-07-30,CY2014Q2I,AXP
5861,2014-09-30,153862000000,0001193125-14-384990,2014.0,Q3,10-Q,2014-10-28,CY2014Q3I,AXP
5862,2014-12-31,159103000000,0001193125-15-059931,2014.0,FY,10-K,2015-02-24,,AXP
5863,2014-12-31,159103000000,0001193125-15-155393,2015.0,Q1,10-Q,2015-04-29,,AXP
5864,2014-12-31,159103000000,0001193125-15-267714,2015.0,Q2,10-Q,2015-07-29,,AXP
5865,2014-12-31,159103000000,0001193125-15-356064,2015.0,Q3,10-Q,2015-10-28,,AXP
5866,2014-12-31,159103000000,0001193125-16-469798,2015.0,FY,10-K,2016-02-19,,AXP
5867,2014-12-31,159000000000,0001193125-17-047588,2016.0,FY,10-K,2017-02-17,CY2014Q4I,AXP
5868,2015-03-31,154684000000,0001193125-15-155393,2015.0,Q1,10-Q,2015-04-29,,AXP
5869,2015-03-31,155000000000,0001193125-16-558855,2016.0,Q1,10-Q,2016-04-27,CY2015Q1I,AXP
5870,2015-06-30,157152000000,0001193125-15-267714,2015.0,Q2,10-Q,2015-07-29,,AXP
5871,2015-06-30,157000000000,0001193125-16-657869,2016.0,Q2,10-Q,2016-07-26,CY2015Q2I,AXP
5872,2015-09-30,154216000000,0001193125-15-356064,2015.0,Q3,10-Q,2015-10-28,,AXP
5873,2015-09-30,154000000000,0001193125-16-746492,2016.0,Q3,10-Q,2016-10-25,CY2015Q3I,AXP
5874,2015-12-31,161184000000,0001193125-16-469798,2015.0,FY,10-K,2016-02-19,,AXP
5875,2015-12-31,161184000000,0001193125-16-558855,2016.0,Q1,10-Q,2016-04-27,,AXP
5876,2015-12-31,161184000000,0001193125-16-657869,2016.0,Q2,10-Q,2016-07-26,,AXP
5877,2015-12-31,161184000000,0001193125-16-746492,2016.0,Q3,10-Q,2016-10-25,,AXP
5878,2015-12-31,161184000000,0001193125-17-047588,2016.0,FY,10-K,2017-02-17,,AXP
5879,2015-12-31,161000000000,0000004962-18-000032,2017.0,FY,10-K,2018-02-16,CY2015Q4I,AXP
5880,2016-03-31,158816000000,0001193125-16-558855,2016.0,Q1,10-Q,2016-04-27,CY2016Q1I,AXP
5881,2016-06-30,159642000000,0001193125-16-657869,2016.0,Q2,10-Q,2016-07-26,,AXP
5882,2016-06-30,160000000000,0000004962-17-000071,2017.0,Q2,10-Q,2017-07-25,CY2016Q2I,AXP
5883,2016-09-30,153377000000,0001193125-16-746492,2016.0,Q3,10-Q,2016-10-25,,AXP
5884,2016-09-30,153000000000,0000004962-17-000105,2017.0,Q3,10-Q,2017-10-24,CY2016Q3I,AXP
5885,2016-12-31,158893000000,0001193125-17-047588,2016.0,FY,10-K,2017-02-17,,AXP
5886,2016-12-31,158893000000,0000004962-17-000040,2017.0,Q1,10-Q,2017-04-27,,AXP
5887,2016-12-31,158893000000,0000004962-17-000071,2017.0,Q2,10-Q,2017-07-25,,AXP
5888,2016-12-31,158893000000,0000004962-17-000105,2017.0,Q3,10-Q,2017-10-24,,AXP
5889,2016-12-31,158893000000,0000004962-18-000032,2017.0,FY,10-K,2018-02-16,,AXP
5890,2016-12-31,159000000000,0000004962-19-000018,2018.0,FY,10-K,2019-02-13,CY2016Q4I,AXP
5891,2017-03-31,161385000000,0000004962-17-000040,2017.0,Q1,10-Q,2017-04-27,,AXP
5892,2017-03-31,161000000000,0000004962-18-000060,2018.0,Q1,10-Q,2018-04-25,CY2017Q1I,AXP
5893,2017-06-30,166997000000,0000004962-17-000071,2017.0,Q2,10-Q,2017-07-25,,AXP
5894,2017-06-30,167000000000,0000004962-18-000095,2018.0,Q2,10-Q,2018-07-24,CY2017Q2I,AXP
5895,2017-09-30,168577000000,0000004962-17-000105,2017.0,Q3,10-Q,2017-10-24,,AXP
5896,2017-09-30,169000000000,0000004962-18-000121,2018.0,Q3,10-Q,2018-10-23,CY2017Q3I,AXP
5897,2017-12-31,181159000000,0000004962-18-000032,2017.0,FY,10-K,2018-02-16,,AXP
5898,2017-12-31,181196000000,0000004962-18-000060,2018.0,Q1,10-Q,2018-04-25,,AXP
5899,2017-12-31,181196000000,0000004962-18-000095,2018.0,Q2,10-Q,2018-07-24,,AXP
5900,2017-12-31,181196000000,0000004962-18-000121,2018.0,Q3,10-Q,2018-10-23,,AXP
5901,2017-12-31,181196000000,0000004962-19-000018,2018.0,FY,10-K,2019-02-13,,AXP
5902,2017-12-31,181000000000,0000004962-20-000030,2019.0,FY,10-K,2020-02-13,CY2017Q4I,AXP
5903,2018-03-31,179956000000,0000004962-18-000060,2018.0,Q1,10-Q,2018-04-25,,AXP
5904,2018-03-31,180000000000,0000004962-19-000031,2019.0,Q1,10-Q,2019-04-23,CY2018Q1I,AXP
