,end,val,accn,fy,fp,form,filed,frame,ticker
1863,2012-12-31,12462000000,0001141391-13-000011,2013.0,Q2,10-Q,2013-07-31,,MA
1864,2012-12-31,12462000000,0001141391-13-000014,2013.0,Q3,10-Q,2013-10-31,,MA
1865,2012-12-31,12462000000,0001141391-14-000003,2013.0,FY,10-K,2014-02-14,CY2012Q4I,MA
1866,2013-03-31,11809000000,0001141391-13-000007,2013.0,Q1,10-Q,2013-05-01,CY2013Q1I,MA
1867,2013-06-30,12021000000,0001141391-13-000011,2013.0,Q2,10-Q,2013-07-31,CY2013Q2I,MA
1868,2013-09-30,13730000000,0001141391-13-000014,2013.0,Q3,10-Q,2013-10-31,CY2013Q3I,MA
1869,2013-12-31,14242000000,0001141391-14-000003,2013.0,FY,10-K,2014-02-14,,MA
1870,2013-12-31,14242000000,0001141391-14-000017,2014.0,Q1,10-Q,2014-05-01,,MA
1871,2013-12-31,14242000000,0001141391-14-000022,2014.0,Q2,10-Q,2014-07-31,,MA
1872,2013-12-31,14242000000,0001141391-14-000030,2014.0,Q3,10-Q,2014-10-30,,MA
1873,2013-12-31,14242000000,0001141391-15-000011,2014.0,FY,10-K,2015-02-13,CY2013Q4I,MA
1874,2014-03-31,14802000000,0001141391-14-000017,2014.0,Q1,10-Q,2014-05-01,CY2014Q1I,MA
1875,2014-06-30,14375000000,0001141391-14-000022,2014.0,Q2,10-Q,2014-07-31,CY2014Q2I,MA
1876,2014-09-30,14659000000,0001141391-14-000030,2014.0,Q3,10-Q,2014-10-30,CY2014Q3I,MA
1877,2014-12-31,15329000000,0001141391-15-000011,2014.0,FY,10-K,2015-02-13,,MA
1878,2014-12-31,15329000000,0001141391-15-000030,2015.0,Q1,10-Q,2015-04-29,,MA
1879,2014-12-31,15329000000,0001141391-15-000044,2015.0,Q2,10-Q,2015-07-29,,MA
1880,2014-12-31,15329000000,0001141391-15-000065,2015.0,Q3,10-Q,2015-10-29,,MA
1881,2014-12-31,15329000000,0001141391-16-000085,2015.0,FY,10-K,2016-02-12,CY2014Q4I,MA
1882,2015-03-31,14633000000,0001141391-15-000030,2015.0,Q1,10-Q,2015-04-29,CY2015Q1I,MA
1883,2015-06-30,15272000000,0001141391-15-000044,2015.0,Q2,10-Q,2015-07-29,CY2015Q2I,MA
1884,2015-09-30,14634000000,0001141391-15-000065,2015.0,Q3,10-Q,2015-10-29,CY2015Q3I,MA
1885,2015-12-31,16269000000,0001141391-16-000085,2015.0,FY,10-K,2016-02-12,,MA
1886,2015-12-31,16250000000,0001141391-16-000135,2016.0,Q1,10-Q,2016-04-28,,MA
1887,2015-12-31,16250000000,0001141391-16-000207,2016.0,Q2,10-Q,2016-07-28,,MA
1888,2015-12-31,16250000000,0001141391-16-000235,2016.0,Q3,10-Q,2016-10-28,,MA
1889,2015-12-31,16250000000,0001141391-17-000014,2016.0,FY,10-K,2017-02-15,CY2015Q4I,MA
1890,2016-03-31,15905000000,0001141391-16-000135,2016.0,Q1,10-Q,2016-04-28,CY2016Q1I,MA
1891,2016-06-30,16282000000,0001141391-16-000207,2016.0,Q2,10-Q,2016-07-28,CY2016Q2I,MA
1892,2016-09-30,17323000000,0001141391-16-000235,2016.0,Q3,10-Q,2016-10-28,CY2016Q3I,MA
1893,2016-12-31,18675000000,0001141391-17-000014,2016.0,FY,10-K,2017-02-15,,MA
1894,2016-12-31,18675000000,0001141391-17-000063,2017.0,Q1,10-Q,2017-05-02,,MA
1895,2016-12-31,18675000000,0001141391-17-000125,2017.0,Q2,10-Q,2017-07-27,,MA
1896,2016-12-31,18675000000,0001141391-17-000152,2017.0,Q3,10-Q,2017-10-31,,MA
1897,2016-12-31,18675000000,0001141391-18-000009,2017.0,FY,10-K,2018-02-14,CY2016Q4I,MA
1898,2017-03-31,18570000000,0001141391-17-000063,2017.0,Q1,10-Q,2017-05-02,CY2017Q1I,MA
1899,2017-06-30,19839000000,0001141391-17-000125,2017.0,Q2,10-Q,2017-07-27,CY2017Q2I,MA
1900,2017-09-30,20914000000,0001141391-17-000152,2017.0,Q3,10-Q,2017-10-31,CY2017Q3I,MA
1901,2017-12-31,21329000000,0001141391-18-000009,2017.0,FY,10-K,2018-02-14,,MA
1902,2017-12-31,21329000000,0001141391-18-000056,2018.0,Q1,10-Q,2018-05-02,,MA
1903,2017-12-31,21329000000,0001141391-18-000111,2018.0,Q2,10-Q,2018-07-26,,MA
1904,2017-12-31,21329000000,0001141391-18-000127,2018.0,Q3,10-Q,2018-10-30,,MA
1905,2017-12-31,21329000000,0001141391-19-000013,2018.0,FY,10-K,2019-02-13,CY2017Q4I,MA
1906,2018-03-31,22944000000,0001141391-18-000056,2018.0,Q1,10-Q,2018-05-02,CY2018Q1I,MA
1907,2018-06-30,22471000000,0001141391-18-000111,2018.0,Q2,10-Q,2018-07-26,CY2018Q2I,MA
1908,2018-09-30,23340000000,0001141391-18-000127,2018.0,Q3,10-Q,2018-10-30,CY2018Q3I,MA
1909,2018-12-31,24860000000,0001141391-19-000013,2018.0,FY,10-K,2019-02-13,,MA
1910,2018-12-31,24860000000,0001141391-19-000076,2019.0,Q1,10-Q,2019-04-30,,MA
1911,2018-12-31,24860000000,0001141391-19-000128,2019.0,Q2,10-Q,2019-07-30,,MA
1912,2018-12-31,24860000000,0001141391-19-000150,2019.0,Q3,10-Q,2019-10-29,,MA
1913,2018-12-31,24860000000,0001141391-20-000032,2019.0,FY,10-K,2020-02-14,CY2018Q4I,MA
1914,2019-03-31,23520000000,0001141391-19-000076,2019.0,Q1,10-Q,2019-04-30,CY2019Q1I,MA
1915,2019-06-30,24731000000,0001141391-19-000128,2019.0,Q2,10-Q,2019-07-30,CY2019Q2I,MA
1916,2019-09-30,25981000000,0001141391-19-000150,2019.0,Q3,10-Q,2019-10-29,CY2019Q3I,MA
1917,2019-12-31,29236000000,0001141391-20-000032,2019.0,FY,10-K,2020-02-14,,MA
1918,2019-12-31,29236000000,0001141391-20-000091,2020.0,Q1,10-Q,2020-04-29,,MA
1919,2019-12-31,29236000000,0001141391-20-000165,2020.0,Q2,10-Q,2020-07-30,,MA
1920,2019-12-31,29236000000,0001141391-20-000203,2020.0,Q3,10-Q,2020-10-28,,MA
1921,2019-12-31,29236000000,0001141391-21-000018,2020.0,FY,10-K,2021-02-12,CY2019Q4I,MA
1922,2020-03-31,30648000000,0001141391-20-000091,2020.0,Q1,10-Q,2020-04-29,CY2020Q1I,MA
1923,2020-06-30,32127000000,0001141391-20-000165,2020.0,Q2,10-Q,2020-07-30,CY2020Q2I,MA
1924,2020-09-30,31594000000,0001141391-20-000203,2020.0,Q3,10-Q,2020-10-28,CY2020Q3I,MA
1925,2020-12-31,33584000000,0001141391-21-000018,2020.0,FY,10-K,2021-02-12,,MA
1926,2020-12-31,33584000000,0001141391-21-000091,2021.0,Q1,10-Q,2021-04-29,,MA
1927,2020-12-31,33584000000,0001141391-21-000156,2021.0,Q2,10-Q,2021-07-29,,MA
1928,2020-12-31,33584000000,0001141391-21-000182,2021.0,Q3,10-Q,2021-10-28,,MA
1929,2020-12-31,33584000000,0001141391-22-000023,2021.0,FY,10-K,2022-02-11,CY2020Q4I,MA
1930,2021-03-31,34800000000,0001141391-21-000091,2021.0,Q1,10-Q,2021-04-29,CY2021Q1I,MA
1931,2021-06-30,34911000000,0001141391-21-000156,2021.0,Q2,10-Q,2021-07-29,CY2021Q2I,MA
1932,2021-09-30,35410000000,0001141391-21-000182,2021.0,Q3,10-Q,2021-10-28,CY2021Q3I,MA
1933,2021-12-31,37669000000,0001141391-22-000023,2021.0,FY,10-K,2022-02-11,,MA
1934,2021-12-31,37669000000,0001141391-22-000088,2022.0,Q1,10-Q,2022-04-28,,MA
1935,2021-12-31,37669000000,0001141391-22-000150,2022.0,Q2,10-Q,2022-07-28,,MA
1936,2021-12-31,37669000000,0001141391-22-000163,2022.0,Q3,10-Q,2022-10-27,,MA
1937,2021-12-31,37669000000,0001141391-23-000020,2022.0,FY,10-K,2023-02-14,CY2021Q4I,MA
1938,2022-03-31,37163000000,0001141391-22-000088,2022.0,Q1,10-Q,2022-04-28,CY2022Q1I,MA
1939,2022-06-30,36231000000,0001141391-22-000150,2022.0,Q2,10-Q,2022-07-28,CY2022Q2I,MA
1940,2022-09-30,37612000000,0001141391-22-000163,2022.0,Q3,10-Q,2022-10-27,CY2022Q3I,MA
1941,2022-12-31,38724000000,0001141391-23-000020,2022.0,FY,10-K,2023-02-14,,MA
1942,2022-12-31,38724000000,0001141391-23-000059,2023.0,Q1,10-Q,2023-04-27,,MA
1943,2022-12-31,38724000000,0001141391-23-000131,2023.0,Q2,10-Q,2023-07-27,,MA
1944,2022-12-31,38724000000,0001141391-23-000157,2023.0,Q3,10-Q,2023-10-26,,MA
1945,2022-12-31,38724000000,0001141391-24-000022,2023.0,FY,10-K,2024-02-13,CY2022Q4I,MA
1946,2023-03-31,38936000000,0001141391-23-000059,2023.0,Q1,10-Q,2023-04-27,CY2023Q1I,MA
1947,2023-06-30,39004000000,0001141391-23-000131,2023.0,Q2,10-Q,2023-07-27,CY2023Q2I,MA
1948,2023-09-30,39674000000,0001141391-23-000157,2023.0,Q3,10-Q,2023-10-26,CY2023Q3I,MA
1949,2023-12-31,42448000000,0001141391-24-000022,2023.0,FY,10-K,2024-02-13,,MA
1950,2023-12-31,42448000000,0001141391-24-000087,2024.0,Q1,10-Q,2024-05-01,CY2023Q4I,MA
1951,2024-03-31,42602000000,0001141391-24-000087,2024.0,Q1,10-Q,2024-05-01,CY2024Q1I,MA
1952,2008-06-30,143992000000,0001193125-10-017029,2009.0,FY,8-K,2010-01-29,,PG
1953,2008-06-30,143992000000,0001193125-10-188769,2010.0,FY,10-K,2010-08-13,CY2008Q2I,PG
1954,2009-06-30,134833000000,0001193125-09-217067,2010.0,Q1,10-Q,2009-10-29,,PG
1955,2009-06-30,134833000000,0001193125-10-014865,2010.0,Q2,10-Q,2010-01-28,,PG
1956,2009-06-30,134833000000,0001193125-10-017029,2009.0,FY,8-K,2010-01-29,,PG
1957,2009-06-30,134833000000,0001193125-10-101892,2010.0,Q3,10-Q,2010-04-30,,PG
1958,2009-06-30,134833000000,0001193125-10-188769,2010.0,FY,10-K,2010-08-13,,PG
1959,2009-06-30,134833000000,0000080424-11-000014,2011.0,FY,10-K,2011-08-10,,PG
1960,2009-06-30,134833000000,0000080424-12-000020,2011.0,FY,8-K,2012-02-10,CY2009Q2I,PG
1961,2009-09-30,138381000000,0001193125-09-217067,2010.0,Q1,10-Q,2009-10-29,CY2009Q3I,PG
1962,2009-12-31,135293000000,0001193125-10-014865,2010.0,Q2,10-Q,2010-01-28,CY2009Q4I,PG
1963,2010-03-31,132986000000,0001193125-10-101892,2010.0,Q3,10-Q,2010-04-30,CY2010Q1I,PG
1964,2010-06-30,128172000000,0001193125-10-188769,2010.0,FY,10-K,2010-08-13,,PG
1965,2010-06-30,128172000000,0001193125-10-238937,2011.0,Q1,10-Q,2010-10-28,,PG
1966,2010-06-30,128172000000,0001193125-11-017328,2011.0,Q2,10-Q,2011-01-28,,PG
1967,2010-06-30,128172000000,0001193125-11-116981,2011.0,Q3,10-Q,2011-04-29,,PG
1968,2010-06-30,128172000000,0000080424-11-000014,2011.0,FY,10-K,2011-08-10,,PG
1969,2010-06-30,128172000000,0000080424-12-000020,2011.0,FY,8-K,2012-02-10,,PG
1970,2010-06-30,128172000000,0000080424-12-000063,2012.0,FY,10-K,2012-08-08,CY2010Q2I,PG
1971,2010-09-30,133692000000,0001193125-10-238937,2011.0,Q1,10-Q,2010-10-28,CY2010Q3I,PG
1972,2010-12-31,134273000000,0001193125-11-017328,2011.0,Q2,10-Q,2011-01-28,CY2010Q4I,PG
1973,2011-03-31,136538000000,0001193125-11-116981,2011.0,Q3,10-Q,2011-04-29,CY2011Q1I,PG
1974,2011-06-30,138354000000,0000080424-11-000014,2011.0,FY,10-K,2011-08-10,,PG
1975,2011-06-30,138354000000,0000080424-11-000043,2012.0,Q1,10-Q,2011-10-27,,PG
1976,2011-06-30,138354000000,0000080424-12-000015,2012.0,Q2,10-Q,2012-01-27,,PG
1977,2011-06-30,138354000000,0000080424-12-000020,2011.0,FY,8-K,2012-02-10,,PG
1978,2011-06-30,138354000000,0000080424-12-000040,2012.0,Q3,10-Q,2012-04-27,,PG
1979,2011-06-30,138354000000,0000080424-12-000063,2012.0,FY,10-K,2012-08-08,,PG
1980,2011-06-30,138354000000,0000080424-13-000063,2013.0,FY,10-K,2013-08-08,,PG
1981,2011-06-30,138354000000,0000080424-13-000094,2013.0,FY,8-K,2013-10-28,CY2011Q2I,PG
1982,2011-09-30,136617000000,0000080424-11-000043,2012.0,Q1,10-Q,2011-10-27,CY2011Q3I,PG
1983,2011-12-31,134311000000,0000080424-12-000015,2012.0,Q2,10-Q,2012-01-27,CY2011Q4I,PG
1984,2012-03-31,134605000000,0000080424-12-000040,2012.0,Q3,10-Q,2012-04-27,CY2012Q1I,PG
1985,2012-06-30,132244000000,0000080424-12-000063,2012.0,FY,10-K,2012-08-08,,PG
1986,2012-06-30,132244000000,0000080424-12-000092,2013.0,Q1,10-Q,2012-10-25,,PG
1987,2012-06-30,132244000000,0000080424-13-000012,2013.0,Q2,10-Q,2013-01-25,,PG
1988,2012-06-30,132244000000,0000080424-13-000033,2013.0,Q3,10-Q,2013-04-24,,PG
1989,2012-06-30,132244000000,0000080424-13-000063,2013.0,FY,10-K,2013-08-08,,PG
1990,2012-06-30,132244000000,0000080424-13-000094,2013.0,FY,8-K,2013-10-28,,PG
1991,2012-06-30,132244000000,0000080424-14-000057,2014.0,FY,10-K,2014-08-08,CY2012Q2I,PG
1992,2012-09-30,135888000000,0000080424-12-000092,2013.0,Q1,10-Q,2012-10-25,CY2012Q3I,PG
1993,2012-12-31,139903000000,0000080424-13-000012,2013.0,Q2,10-Q,2013-01-25,CY2012Q4I,PG
1994,2013-03-31,139131000000,0000080424-13-000033,2013.0,Q3,10-Q,2013-04-24,CY2013Q1I,PG
1995,2013-06-30,139263000000,0000080424-13-000063,2013.0,FY,10-K,2013-08-08,,PG
1996,2013-06-30,139263000000,0000080424-13-000089,2014.0,Q1,10-Q,2013-10-25,,PG
1997,2013-06-30,139263000000,0000080424-13-000094,2013.0,FY,8-K,2013-10-28,,PG
1998,2013-06-30,139263000000,0000080424-14-000012,2014.0,Q2,10-Q,2014-01-24,,PG
1999,2013-06-30,139263000000,0000080424-14-000038,2014.0,Q3,10-Q,2014-04-23,,PG
2000,2013-06-30,139263000000,0000080424-14-000057,2014.0,FY,10-K,2014-08-08,,PG
2001,2013-06-30,139263000000,0000080424-15-000070,2015.0,FY,10-K,2015-08-07,,PG
2002,2013-06-30,139263000000,0000080424-15-000101,2015.0,FY,8-K,2015-10-26,CY2013Q2I,PG
2003,2013-09-30,141125000000,0000080424-13-000089,2014.0,Q1,10-Q,2013-10-25,CY2013Q3I,PG
2004,2013-12-31,142927000000,0000080424-14-000012,2014.0,Q2,10-Q,2014-01-24,CY2013Q4I,PG
2005,2014-03-31,143197000000,0000080424-14-000038,2014.0,Q3,10-Q,2014-04-23,CY2014Q1I,PG
2006,2014-06-30,144266000000,0000080424-14-000057,2014.0,FY,10-K,2014-08-08,,PG
2007,2014-06-30,144266000000,0000080424-14-000077,2015.0,Q1,10-Q,2014-10-24,,PG
2008,2014-06-30,144266000000,0000080424-15-000014,2015.0,Q2,10-Q,2015-01-27,,PG
2009,2014-06-30,144266000000,0000080424-15-000039,2015.0,Q3,10-Q,2015-04-23,,PG
2010,2014-06-30,144266000000,0000080424-15-000070,2015.0,FY,10-K,2015-08-07,,PG
2011,2014-06-30,144266000000,0000080424-15-000101,2015.0,FY,8-K,2015-10-26,,PG
2012,2014-06-30,144266000000,0000080424-16-000212,2016.0,FY,10-K,2016-08-09,CY2014Q2I,PG
2013,2014-09-30,138183000000,0000080424-14-000077,2015.0,Q1,10-Q,2014-10-24,CY2014Q3I,PG
2014,2014-12-31,136263000000,0000080424-15-000014,2015.0,Q2,10-Q,2015-01-27,CY2014Q4I,PG
2015,2015-03-31,130937000000,0000080424-15-000039,2015.0,Q3,10-Q,2015-04-23,CY2015Q1I,PG
2016,2015-06-30,129495000000,0000080424-15-000070,2015.0,FY,10-K,2015-08-07,,PG
2017,2015-06-30,129495000000,0000080424-15-000098,2016.0,Q1,10-Q,2015-10-23,,PG
2018,2015-06-30,129495000000,0000080424-15-000101,2015.0,FY,8-K,2015-10-26,,PG
2019,2015-06-30,129495000000,0000080424-16-000166,2016.0,Q2,10-Q,2016-01-26,,PG
2020,2015-06-30,129495000000,0000080424-16-000183,2016.0,Q3,10-Q,2016-04-26,,PG
2021,2015-06-30,129495000000,0000080424-16-000212,2016.0,FY,10-K,2016-08-09,,PG
2022,2015-06-30,129495000000,0000080424-17-000047,2017.0,FY,10-K,2017-08-07,CY2015Q2I,PG
2023,2015-09-30,129265000000,0000080424-15-000098,2016.0,Q1,10-Q,2015-10-23,CY2015Q3I,PG
2024,2015-12-31,129143000000,0000080424-16-000166,2016.0,Q2,10-Q,2016-01-26,CY2015Q4I,PG
2025,2016-03-31,127508000000,0000080424-16-000183,2016.0,Q3,10-Q,2016-04-26,CY2016Q1I,PG
2026,2016-06-30,127136000000,0000080424-16-000212,2016.0,FY,10-K,2016-08-09,,PG
2027,2016-06-30,127136000000,0000080424-16-000244,2017.0,Q1,10-Q,2016-10-25,,PG
2028,2016-06-30,127136000000,0000080424-17-000011,2017.0,Q2,10-Q,2017-01-20,,PG
2029,2016-06-30,127136000000,0000080424-17-000026,2017.0,Q3,10-Q,2017-04-26,,PG
2030,2016-06-30,127136000000,0000080424-17-000047,2017.0,FY,10-K,2017-08-07,,PG
2031,2016-06-30,127136000000,0000080424-18-000055,2018.0,FY,10-K,2018-08-07,,PG
2032,2016-06-30,127136000000,0000080424-18-000106,2018.0,FY,8-K,2018-10-22,CY2016Q2I,PG
2033,2016-09-30,129043000000,0000080424-16-000244,2017.0,Q1,10-Q,2016-10-25,CY2016Q3I,PG
2034,2016-12-31,117033000000,0000080424-17-000011,2017.0,Q2,10-Q,2017-01-20,CY2016Q4I,PG
2035,2017-03-31,118091000000,0000080424-17-000026,2017.0,Q3,10-Q,2017-04-26,CY2017Q1I,PG
2036,2017-06-30,120406000000,0000080424-17-000047,2017.0,FY,10-K,2017-08-07,,PG
2037,2017-06-30,120406000000,0000080424-17-000078,2018.0,Q1,10-Q,2017-10-20,,PG
2038,2017-06-30,120406000000,0000080424-18-000013,2018.0,Q2,10-Q,2018-01-23,,PG
2039,2017-06-30,120406000000,0000080424-18-000034,2018.0,Q3,10-Q,2018-04-19,,PG
2040,2017-06-30,120406000000,0000080424-18-000055,2018.0,FY,10-K,2018-08-07,,PG
2041,2017-06-30,120406000000,0000080424-18-000106,2018.0,FY,8-K,2018-10-22,,PG
2042,2017-06-30,120406000000,0000080424-19-000050,2019.0,FY,10-K,2019-08-06,CY2017Q2I,PG
2043,2017-09-30,122851000000,0000080424-17-000078,2018.0,Q1,10-Q,2017-10-20,CY2017Q3I,PG
2044,2017-12-31,126644000000,0000080424-18-000013,2018.0,Q2,10-Q,2018-01-23,CY2017Q4I,PG
2045,2018-03-31,124369000000,0000080424-18-000034,2018.0,Q3,10-Q,2018-04-19,CY2018Q1I,PG
2046,2018-06-30,118310000000,0000080424-18-000055,2018.0,FY,10-K,2018-08-07,,PG
2047,2018-06-30,118310000000,0000080424-18-000100,2019.0,Q1,10-Q,2018-10-19,,PG
2048,2018-06-30,118310000000,0000080424-18-000106,2018.0,FY,8-K,2018-10-22,,PG
2049,2018-06-30,118310000000,0000080424-19-000014,2019.0,Q2,10-Q,2019-01-23,,PG
2050,2018-06-30,118310000000,0000080424-19-000031,2019.0,Q3,10-Q,2019-04-23,,PG
2051,2018-06-30,118310000000,0000080424-19-000050,2019.0,FY,10-K,2019-08-06,,PG
2052,2018-06-30,118310000000,0000080424-20-000053,2020.0,FY,10-K,2020-08-06,,PG
2053,2018-06-30,118310000000,0000080424-20-000059,2020.0,FY,10-K/A,2020-08-10,CY2018Q2I,PG
2054,2018-09-30,118440000000,0000080424-18-000100,2019.0,Q1,10-Q,2018-10-19,CY2018Q3I,PG
2055,2018-12-31,123687000000,0000080424-19-000014,2019.0,Q2,10-Q,2019-01-23,CY2018Q4I,PG
2056,2019-03-31,121673000000,0000080424-19-000031,2019.0,Q3,10-Q,2019-04-23,CY2019Q1I,PG
2057,2019-06-30,115095000000,0000080424-19-000050,2019.0,FY,10-K,2019-08-06,,PG
2058,2019-06-30,115095000000,0000080424-19-000086,2020.0,Q1,10-Q,2019-10-22,,PG
2059,2019-06-30,115095000000,0000080424-20-000017,2020.0,Q2,10-Q,2020-01-23,,PG
2060,2019-06-30,115095000000,0000080424-20-000038,2020.0,Q3,10-Q,2020-04-20,,PG
2061,2019-06-30,115095000000,0000080424-20-000053,2020.0,FY,10-K,2020-08-06,,PG
2062,2019-06-30,115095000000,0000080424-20-000059,2020.0,FY,10-K/A,2020-08-10,,PG
2063,2019-06-30,115095000000,0000080424-21-000100,2021.0,FY,10-K,2021-08-06,CY2019Q2I,PG
2064,2019-09-30,114058000000,0000080424-19-000086,2020.0,Q1,10-Q,2019-10-22,CY2019Q3I,PG
2065,2019-12-31,111723000000,0000080424-20-000017,2020.0,Q2,10-Q,2020-01-23,CY2019Q4I,PG
2066,2020-03-31,118560000000,0000080424-20-000038,2020.0,Q3,10-Q,2020-04-20,CY2020Q1I,PG
2067,2020-06-30,120700000000,0000080424-20-000053,2020.0,FY,10-K,2020-08-06,,PG
2068,2020-06-30,120700000000,0000080424-20-000059,2020.0,FY,10-K/A,2020-08-10,,PG
2069,2020-06-30,120700000000,0000080424-20-000097,2021.0,Q1,10-Q,2020-10-20,,PG
2070,2020-06-30,120700000000,0000080424-21-000026,2021.0,Q2,10-Q,2021-01-20,,PG
2071,2020-06-30,120700000000,0000080424-21-000062,2021.0,Q3,10-Q,2021-04-20,,PG
2072,2020-06-30,120700000000,0000080424-21-000100,2021.0,FY,10-K,2021-08-06,,PG
2073,2020-06-30,120700000000,0000080424-22-000064,2022.0,FY,10-K,2022-08-05,CY2020Q2I,PG
2074,2020-09-30,119899000000,0000080424-20-000097,2021.0,Q1,10-Q,2020-10-20,CY2020Q3I,PG
2075,2020-12-31,120112000000,0000080424-21-000026,2021.0,Q2,10-Q,2021-01-20,CY2020Q4I,PG
2076,2021-03-31,116778000000,0000080424-21-000062,2021.0,Q3,10-Q,2021-04-20,CY2021Q1I,PG
2077,2021-06-30,119307000000,0000080424-21-000100,2021.0,FY,10-K,2021-08-06,,PG
2078,2021-06-30,119307000000,0000080424-21-000129,2022.0,Q1,10-Q,2021-10-19,,PG
2079,2021-06-30,119307000000,0000080424-22-000016,2022.0,Q2,10-Q,2022-01-19,,PG
2080,2021-06-30,119307000000,0000080424-22-000035,2022.0,Q3,10-Q,2022-04-20,,PG
2081,2021-06-30,119307000000,0000080424-22-000064,2022.0,FY,10-K,2022-08-05,,PG
2082,2021-06-30,119307000000,0000080424-23-000073,2023.0,FY,10-K,2023-08-04,CY2021Q2I,PG
2083,2021-09-30,119669000000,0000080424-21-000129,2022.0,Q1,10-Q,2021-10-19,CY2021Q3I,PG
2084,2021-12-31,121416000000,0000080424-22-000016,2022.0,Q2,10-Q,2022-01-19,CY2021Q4I,PG
2085,2022-03-31,120217000000,0000080424-22-000035,2022.0,Q3,10-Q,2022-04-20,CY2022Q1I,PG
2086,2022-06-30,117208000000,0000080424-22-000064,2022.0,FY,10-K,2022-08-05,,PG
2087,2022-06-30,117208000000,0000080424-22-000102,2023.0,Q1,10-Q,2022-10-19,,PG
2088,2022-06-30,117208000000,0000080424-23-000014,2023.0,Q2,10-Q,2023-01-19,,PG
2089,2022-06-30,117208000000,0000080424-23-000046,2023.0,Q3,10-Q,2023-04-21,,PG
2090,2022-06-30,117208000000,0000080424-23-000073,2023.0,FY,10-K,2023-08-04,CY2022Q2I,PG
2091,2022-09-30,116282000000,0000080424-22-000102,2023.0,Q1,10-Q,2022-10-19,CY2022Q3I,PG
2092,2022-12-31,117715000000,0000080424-23-000014,2023.0,Q2,10-Q,2023-01-19,CY2022Q4I,PG
2093,2023-03-31,119851000000,0000080424-23-000046,2023.0,Q3,10-Q,2023-04-21,CY2023Q1I,PG
2094,2023-06-30,120829000000,0000080424-23-000073,2023.0,FY,10-K,2023-08-04,,PG
2095,2023-06-30,120829000000,0000080424-23-000103,2024.0,Q1,10-Q,2023-10-18,,PG
2096,2023-06-30,120829000000,0000080424-24-000018,2024.0,Q2,10-Q,2024-01-23,,PG
2097,2023-06-30,120829000000,0000080424-24-000051,2024.0,Q3,10-Q,2024-04-19,CY2023Q2I,PG
2098,2023-09-30,122531000000,0000080424-23-000103,2024.0,Q1,10-Q,2023-10-18,CY2023Q3I,PG
2099,2023-12-31,120709000000,0000080424-24-000018,2024.0,Q2,10-Q,2024-01-23,CY2023Q4I,PG
2100,2024-03-31,119598000000,0000080424-24-000051,2024.0,Q3,10-Q,2024-04-19,CY2024Q1I,PG
2101,2009-05-31,47416000000,0001193125-09-195193,2010.0,Q1,10-Q,2009-09-21,,ORCL
2102,2009-05-31,47416000000,0001193125-09-257212,2010.0,Q2,10-Q,2009-12-22,,ORCL
2103,2009-05-31,47416000000,0001193125-10-070192,2010.0,Q3,10-Q,2010-03-29,,ORCL
2104,2009-05-31,47416000000,0001193125-10-151896,2010.0,FY,10-K,2010-07-01,CY2009Q2I,ORCL
2105,2009-08-31,52998000000,0001193125-09-195193,2010.0,Q1,10-Q,2009-09-21,CY2009Q3I,ORCL
2106,2009-11-30,53833000000,0001193125-09-257212,2010.0,Q2,10-Q,2009-12-22,CY2009Q4I,ORCL
2107,2010-02-28,59386000000,0001193125-10-070192,2010.0,Q3,10-Q,2010-03-29,CY2010Q1I,ORCL
2108,2010-05-31,61578000000,0001193125-10-151896,2010.0,FY,10-K,2010-07-01,,ORCL
2109,2010-05-31,61578000000,0001193125-10-219697,2011.0,Q1,10-Q/A,2010-09-29,,ORCL
2110,2010-05-31,61578000000,0001193125-10-285703,2011.0,Q2,10-Q,2010-12-21,,ORCL
2111,2010-05-31,61578000000,0001193125-11-081178,2011.0,Q3,10-Q,2011-03-29,,ORCL
2112,2010-05-31,61578000000,0001193125-11-174819,2011.0,FY,10-K,2011-06-28,CY2010Q2I,ORCL
2113,2010-08-31,65255000000,0001193125-10-219697,2011.0,Q1,10-Q/A,2010-09-29,CY2010Q3I,ORCL
2114,2010-11-30,67243000000,0001193125-10-285703,2011.0,Q2,10-Q,2010-12-21,CY2010Q4I,ORCL
2115,2011-02-28,67666000000,0001193125-11-081178,2011.0,Q3,10-Q,2011-03-29,CY2011Q1I,ORCL
2116,2011-05-31,73535000000,0001193125-11-174819,2011.0,FY,10-K,2011-06-28,,ORCL
2117,2011-05-31,73535000000,0001193125-11-255436,2012.0,Q1,10-Q,2011-09-23,,ORCL
2118,2011-05-31,73535000000,0001193125-11-351954,2012.0,Q2,10-Q,2011-12-23,,ORCL
2119,2011-05-31,73535000000,0001193125-12-129918,2012.0,Q3,10-Q,2012-03-23,,ORCL
2120,2011-05-31,73535000000,0001193125-12-284007,2012.0,FY,10-K,2012-06-26,CY2011Q2I,ORCL
2121,2011-08-31,73859000000,0001193125-11-255436,2012.0,Q1,10-Q,2011-09-23,CY2011Q3I,ORCL
2122,2011-11-30,72910000000,0001193125-11-351954,2012.0,Q2,10-Q,2011-12-23,CY2011Q4I,ORCL
2123,2012-02-29,74361000000,0001193125-12-129918,2012.0,Q3,10-Q,2012-03-23,CY2012Q1I,ORCL
2124,2012-05-31,78327000000,0001193125-12-284007,2012.0,FY,10-K,2012-06-26,,ORCL
